timestamp_s,frame_idx,track_id,x1,y1,x2,y2,conf
15.115,453,161,1140,532,1347,726,0.6118975877761841
15.115,453,126,1545,485,1645,614,0.4784986674785614
15.148,454,156,1306,595,1654,858,0.819508969783783
15.148,454,158,671,484,990,738,0.8160743713378906
15.148,454,162,0,513,266,754,0.692597508430481
15.148,454,161,1150,497,1360,722,0.6423163414001465
15.182,455,161,1172,523,1373,718,0.8625637292861938
15.182,455,158,701,486,1006,738,0.8024122714996338
15.182,455,156,1349,597,1686,853,0.789021909236908
15.182,455,162,0,526,298,770,0.741092324256897
15.215,456,158,718,473,1025,732,0.780442476272583
15.215,456,161,1188,525,1381,712,0.7569578289985657
15.215,456,156,1400,588,1721,846,0.7499579191207886
15.215,456,162,0,530,332,772,0.6401236653327942
15.215,456,135,1760,474,1903,619,0.35192185640335083
15.249,457,158,738,473,1038,731,0.7862991690635681
15.249,457,156,1439,561,1762,838,0.7826346158981323
15.249,457,162,0,525,360,772,0.7237230539321899
15.249,457,161,1207,517,1394,713,0.7184139490127563
15.282,458,161,1219,529,1408,709,0.8320974111557007
15.282,458,158,759,503,1053,728,0.810549259185791
15.282,458,162,4,504,393,769,0.7974632382392883
15.282,458,156,1479,584,1796,826,0.7933455109596252
15.315,459,161,1236,529,1418,706,0.8513594269752502
15.315,459,156,1522,587,1828,821,0.8238734006881714
15.315,459,158,781,505,1071,727,0.7456320524215698
15.315,459,162,46,532,421,760,0.6864832043647766
15.315,459,163,1464,521,1576,658,0.475980281829834
15.349,460,156,1564,586,1862,818,0.8303346633911133
15.349,460,161,1245,523,1431,704,0.8274713158607483
15.349,460,158,801,511,1087,724,0.8037496209144592
15.349,460,162,86,537,454,756,0.7146292328834534
15.349,460,163,1475,511,1598,653,0.6716764569282532
15.349,460,138,1475,490,1670,650,0.3731178343296051
15.382,461,158,820,503,1102,721,0.870623767375946
15.382,461,161,1262,517,1443,702,0.8067973852157593
15.382,461,163,1482,504,1596,654,0.7351722717285156
15.382,461,156,1597,576,1904,814,0.7222501635551453
15.382,461,162,105,516,480,758,0.641745388507843
15.415,462,158,840,497,1118,720,0.8375594615936279
15.415,462,156,1635,558,1919,807,0.8310176730155945
15.415,462,162,152,536,507,751,0.8051754236221313
15.415,462,161,1274,519,1457,702,0.7682999968528748
15.415,462,163,1488,512,1596,651,0.6322001814842224
15.415,462,126,1602,465,1695,610,0.46848124265670776
15.449,463,158,856,495,1129,717,0.7950884699821472
15.449,463,162,192,527,532,748,0.77633136510849
15.449,463,161,1289,523,1467,695,0.763300895690918
15.449,463,156,1671,569,1918,804,0.7567408084869385
15.449,463,163,1499,507,1604,647,0.6881836652755737
15.449,463,126,1611,494,1701,611,0.5113229155540466
15.482,464,158,870,518,1145,716,0.8665251135826111
15.482,464,161,1304,527,1474,694,0.8038967847824097
15.482,464,156,1710,596,1919,806,0.796031653881073
15.482,464,162,226,526,559,741,0.7383373975753784
15.482,464,163,1502,507,1611,648,0.6835694313049316
15.482,464,126,1617,502,1706,609,0.5317511558532715
15.515,465,158,893,508,1157,713,0.8253144025802612
15.515,465,161,1317,513,1489,692,0.7191152572631836
15.515,465,156,1741,580,1919,801,0.68751060962677
15.515,465,162,266,532,583,734,0.6498551964759827
15.515,465,163,1510,511,1612,644,0.5843215584754944
15.515,465,126,1624,499,1714,609,0.49729418754577637
15.549,466,162,294,531,608,731,0.8156684637069702
15.549,466,158,910,514,1170,715,0.7657131552696228
15.549,466,161,1329,514,1495,690,0.6865761280059814
15.549,466,126,1629,487,1721,608,0.6229665279388428
15.549,466,163,1517,514,1619,643,0.46419864892959595
15.549,466,138,1567,485,1720,609,0.35281509160995483
15.582,467,158,928,511,1188,710,0.8289536237716675
15.582,467,161,1346,520,1507,685,0.7661855816841125
15.582,467,162,325,530,630,728,0.7633246779441833
15.582,467,126,1631,493,1725,608,0.6387436985969543
15.582,467,163,1526,512,1630,644,0.4537406265735626
15.616,468,161,1358,536,1515,687,0.8530840277671814
15.616,468,158,940,512,1197,712,0.8273503184318542
15.616,468,162,362,520,665,726,0.741204023361206
15.616,468,163,1533,508,1645,643,0.5812571048736572
15.616,468,126,1631,494,1732,607,0.5308131575584412
15.649,469,158,957,498,1211,711,0.8263494372367859
15.649,469,161,1369,532,1524,683,0.8182775378227234
15.649,469,162,382,513,687,723,0.8080058693885803
