timestamp_s,frame_idx,track_id,x1,y1,x2,y2,conf
0.667,20,5,265,529,808,926,0.6844325661659241
0.667,20,4,1684,503,1826,614,0.37152427434921265
0.701,21,2,1131,547,1367,753,0.8169013261795044
0.701,21,3,1543,526,1669,658,0.7097299098968506
0.701,21,5,257,516,841,913,0.6004579067230225
0.734,22,2,1149,545,1376,749,0.8112261295318604
0.734,22,5,385,519,878,909,0.6869552135467529
0.734,22,3,1550,524,1672,654,0.5696794986724854
0.767,23,2,1162,536,1388,743,0.7879718542098999
0.767,23,5,432,525,896,905,0.7532086372375488
0.767,23,3,1559,526,1678,653,0.6843729615211487
0.767,23,16,226,455,556,811,0.5726856589317322
0.801,24,5,473,512,918,896,0.8258653283119202
0.801,24,2,1179,535,1396,739,0.8222430348396301
0.801,24,16,225,457,604,809,0.6277466416358948
0.801,24,3,1564,530,1682,651,0.592011034488678
0.801,24,4,1693,480,1789,610,0.46482864022254944
0.801,24,18,1818,466,1918,613,0.403824120759964
0.834,25,2,1189,536,1404,736,0.8071754574775696
0.834,25,5,523,517,941,887,0.8050076365470886
0.834,25,16,293,459,641,807,0.7460081577301025
0.834,25,3,1573,529,1685,650,0.7006693482398987
0.834,25,4,1697,494,1789,611,0.4452837407588959
0.868,26,5,564,524,968,880,0.8351895809173584
0.868,26,2,1209,540,1416,735,0.8272615075111389
0.868,26,16,302,458,683,801,0.7474300265312195
0.868,26,3,1578,516,1690,648,0.6524026989936829
0.901,27,5,596,546,1008,877,0.8312278985977173
0.901,27,2,1221,540,1425,729,0.8189926743507385
0.901,27,16,322,459,690,798,0.6536910533905029
0.901,27,3,1584,523,1694,647,0.6352299451828003
0.901,27,18,1806,467,1919,605,0.4317018687725067
0.901,27,4,1710,463,1804,610,0.3951864242553711
0.934,28,5,626,544,1035,864,0.8341551423072815
